article_id,article_version,related_num,r_ncd_id,r_ncd_version,last_updated
53065,72,2,175,1,2025-04-29 23:04:17.953000000
53065,72,3,94,1,2025-04-29 23:04:17.957000000
53065,72,4,231,1,2025-04-29 23:04:17.957000000
53065,72,5,131,1,2025-04-29 23:04:17.960000000
53066,89,1,0,1,2025-04-29 23:04:17.960000000
53066,90,1,0,1,2025-04-29 23:04:17.960000000
53066,92,1,0,1,2025-04-29 23:04:17.960000000
53066,95,1,0,1,2025-04-29 23:04:17.960000000
53079,25,1,0,1,2025-04-29 23:04:17.363000000
53079,26,1,0,1,2025-04-29 23:04:17.363000000
53084,27,1,0,1,2025-04-29 23:04:17.363000000
53084,28,1,0,1,2025-04-29 23:04:17.363000000
53095,28,1,0,1,2025-04-29 23:04:17.960000000
53101,46,1,0,1,2025-04-29 23:04:15.410000000
53104,32,1,0,1,2025-04-29 23:04:15.410000000
53105,22,1,0,1,2025-04-29 23:04:15.413000000
53106,16,1,0,1,2025-04-29 23:04:15.417000000
53124,37,1,0,1,2025-04-29 23:04:16.620000000
53124,38,1,0,1,2025-04-29 23:04:16.620000000
53127,171,1,0,1,2025-04-29 23:04:16.620000000
53127,177,1,0,1,2025-04-29 23:04:16.627000000
53127,181,1,0,1,2025-04-29 23:04:16.633000000
53127,184,1,0,1,2025-04-29 23:04:16.633000000
53127,187,1,0,1,2025-04-29 23:04:16.633000000
53134,84,1,292,1,2025-04-29 23:04:16.633000000
53134,84,2,288,1,2025-04-29 23:04:16.637000000
53134,84,3,294,1,2025-04-29 23:04:16.637000000
53252,224,1,0,1,2025-04-29 23:04:16.640000000
53252,231,1,0,1,2025-04-29 23:04:16.650000000
53252,234,1,0,1,2025-04-29 23:04:16.650000000
53252,236,1,0,1,2025-04-29 23:04:16.650000000
53252,237,1,0,1,2025-04-29 23:04:16.650000000
53289,5,1,0,1,2025-04-29 23:04:17.363000000
53292,7,1,0,1,2025-04-29 23:04:17.367000000
53296,18,1,0,1,2025-04-29 23:04:17.367000000
53296,22,1,0,1,2025-04-29 23:04:17.367000000
53304,15,1,0,1,2025-04-29 23:04:17.367000000
53304,16,1,0,1,2025-04-29 23:04:17.367000000
53309,17,1,0,1,2025-04-29 23:04:17.370000000
53322,15,1,0,1,2025-04-29 23:04:17.370000000
53322,16,1,0,1,2025-04-29 23:04:17.370000000
53339,13,1,0,1,2025-04-29 23:04:17.370000000
53352,12,1,0,1,2025-04-29 23:04:17.373000000
53352,13,1,0,1,2025-04-29 23:04:17.373000000
53356,13,1,0,1,2025-04-29 23:04:17.373000000
53356,14,1,0,1,2025-04-29 23:04:17.373000000
53359,34,1,249,1,2025-04-29 23:04:17.377000000
53359,35,1,249,1,2025-04-29 23:04:17.377000000
53387,31,1,0,1,2025-04-29 23:04:17.963000000
53387,32,1,0,1,2025-04-29 23:04:17.963000000
53387,33,1,0,1,2025-04-29 23:04:17.963000000
53399,13,1,0,1,2025-04-29 23:04:17.963000000
53423,16,1,0,1,2025-04-29 23:04:17.963000000
53435,11,1,0,1,2025-04-29 23:04:17.967000000
53441,10,1,0,1,2025-04-29 23:04:17.967000000
53444,14,1,57,1,2025-04-29 23:04:17.970000000
53446,6,1,0,1,2025-04-29 23:04:17.970000000
53472,18,1,0,1,2025-04-29 23:04:17.973000000
53480,14,1,0,1,2025-04-29 23:04:15.420000000
53482,13,1,0,1,2025-04-29 23:04:17.973000000
53484,16,1,0,1,2025-04-29 23:04:15.420000000
53488,11,1,0,1,2025-04-29 23:04:17.973000000
53495,11,1,0,1,2025-04-29 23:04:17.977000000
53497,15,1,0,1,2025-04-29 23:04:17.977000000
53531,22,1,0,1,2025-04-29 23:04:15.420000000
53538,15,1,0,1,2025-04-29 23:04:15.423000000
53558,29,1,0,1,2025-04-29 23:04:15.423000000
53605,21,1,0,1,2025-04-29 23:04:15.423000000
53702,19,1,0,1,2025-04-29 23:04:15.427000000
53708,16,1,245,1,2025-04-29 23:04:17.980000000
53773,20,1,0,1,2025-04-29 23:04:17.983000000
53775,34,1,0,1,2025-04-29 23:04:17.983000000
53778,14,1,0,1,2025-04-29 23:04:17.987000000
53781,17,1,0,1,2025-04-29 23:04:17.987000000
53784,15,1,1,1,2025-04-29 23:04:17.990000000
53793,33,1,0,1,2025-04-29 23:04:17.990000000
53793,35,1,0,1,2025-04-29 23:04:17.990000000
53848,2,1,333,1,2025-04-29 23:04:15.460000000
53848,3,1,333,1,2025-04-29 23:04:15.460000000
53883,26,1,0,1,2025-04-29 23:04:16.650000000
53893,8,1,0,1,2025-04-29 23:04:17.377000000
53893,10,1,0,1,2025-04-29 23:04:17.377000000
53893,11,1,0,1,2025-04-29 23:04:17.377000000
53916,11,1,0,1,2025-04-29 23:04:17.377000000
53916,12,1,0,1,2025-04-29 23:04:17.377000000
53918,11,1,0,1,2025-04-29 23:04:17.380000000
53918,12,1,0,1,2025-04-29 23:04:17.380000000
53931,6,1,0,1,2025-04-29 23:04:17.990000000
53972,9,1,0,1,2025-04-29 23:04:17.380000000
53972,10,1,0,1,2025-04-29 23:04:17.380000000
53975,8,1,0,1,2025-04-29 23:04:17.380000000
53975,9,1,0,1,2025-04-29 23:04:17.380000000
53986,18,1,0,1,2025-04-29 23:04:17.990000000
53988,20,1,0,1,2025-04-29 23:04:17.993000000
54018,33,1,0,1,2025-04-29 23:04:15.430000000
54021,26,1,0,1,2025-04-29 23:04:15.430000000
54061,19,1,285,1,2025-04-29 23:04:17.380000000
54061,20,1,285,1,2025-04-29 23:04:17.380000000
54061,23,1,285,1,2025-04-29 23:04:17.380000000
54063,15,1,285,1,2025-04-29 23:04:17.383000000
54063,16,1,285,1,2025-04-29 23:04:17.383000000
54095,59,1,0,1,2025-04-29 23:04:16.653000000
54095,65,2,270,2,2025-04-30 17:37:12.247000000
54095,68,2,270,2,2025-04-30 17:37:12.247000000
54111,48,1,0,1,2025-04-29 23:04:16.663000000
54111,50,1,0,1,2025-04-29 23:04:16.663000000
54117,86,1,0,1,2026-01-15 14:18:58.330000000
54117,88,2,217,6,2026-01-20 17:33:02.303000000
54137,2,1,0,1,2025-04-29 23:04:20.483000000
54185,19,1,0,1,2025-04-29 23:04:20.483000000
54185,20,1,0,1,2025-04-29 23:04:20.483000000
54188,33,1,0,1,2025-04-29 23:04:20.487000000
54189,13,1,0,1,2025-04-29 23:04:20.487000000
54189,14,1,0,1,2025-04-29 23:04:20.487000000
54191,27,1,0,1,2025-04-29 23:04:20.487000000
54192,22,1,0,1,2025-04-29 23:04:20.490000000
54194,23,1,0,1,2025-04-29 23:04:20.490000000
54195,22,1,0,1,2025-04-29 23:04:20.490000000
54196,20,1,0,1,2025-04-29 23:04:20.490000000
54197,19,1,0,1,2025-04-29 23:04:20.493000000
54197,20,1,0,1,2025-04-29 23:04:20.493000000
54199,14,1,0,1,2025-04-29 23:04:20.493000000
54199,15,1,0,1,2025-04-29 23:04:20.493000000
54200,16,1,0,1,2025-04-29 23:04:20.493000000
54200,17,1,0,1,2025-04-29 23:04:20.493000000
54242,16,1,0,1,2025-04-29 23:04:20.497000000
54242,17,1,0,1,2025-04-29 23:04:20.497000000
54244,16,1,0,1,2025-04-29 23:04:20.497000000
54244,17,1,0,1,2025-04-29 23:04:20.497000000
54257,14,1,0,1,2025-04-29 23:04:20.497000000
54269,14,1,0,1,2025-04-29 23:04:20.500000000
54270,16,1,0,1,2025-04-29 23:04:20.500000000
54271,18,1,0,1,2025-04-29 23:04:20.500000000
54271,19,1,0,1,2025-04-29 23:04:20.500000000
54272,14,1,0,1,2025-04-29 23:04:20.503000000
54272,15,1,0,1,2025-04-29 23:04:20.503000000
54274,19,1,0,1,2025-04-29 23:04:20.503000000
54274,20,1,0,1,2025-04-29 23:04:20.503000000
54278,16,1,0,1,2025-04-29 23:04:20.507000000
54278,17,1,0,1,2025-04-29 23:04:20.507000000
54283,15,1,0,1,2025-04-29 23:04:20.507000000
54295,27,1,0,1,2025-04-29 23:04:20.507000000
54300,16,1,0,1,2025-04-29 23:04:20.510000000
54327,7,1,0,1,2025-04-29 23:04:20.510000000
54338,52,1,372,1,2025-04-29 23:04:15.430000000
54338,55,1,372,1,2025-04-29 23:04:15.430000000
54386,37,1,0,1,2025-04-29 23:04:17.383000000
54388,33,1,0,1,2025-04-29 23:04:17.387000000
