article_id,article_version,related_num,r_ncd_id,r_ncd_version,last_updated
56340,26,1,110,1,2025-04-29 23:04:17.660000000
56340,30,1,110,1,2025-04-29 23:04:17.660000000
56340,31,1,110,1,2025-04-29 23:04:17.660000000
56342,28,1,110,1,2025-04-29 23:04:17.660000000
56342,32,1,110,1,2025-04-29 23:04:17.663000000
56342,33,1,110,1,2025-04-29 23:04:17.663000000
56343,11,1,110,5,2024-08-02 18:06:02.933000000
56343,13,1,110,1,2025-04-29 23:04:18.030000000
56344,2,1,372,1,2025-04-29 23:04:15.443000000
56346,21,1,0,1,2025-04-29 23:04:18.033000000
56346,22,1,0,1,2025-04-30 17:19:25.703000000
56354,3,1,0,1,2025-04-29 23:04:20.590000000
56356,3,1,0,1,2025-04-29 23:04:17.663000000
56357,3,1,0,1,2025-04-29 23:04:17.667000000
56366,3,1,0,1,2025-04-29 23:04:20.590000000
56374,3,1,372,1,2025-04-29 23:04:20.593000000
56375,3,1,0,1,2025-04-29 23:04:17.667000000
56376,3,1,0,1,2025-04-29 23:04:17.670000000
56380,54,1,0,1,2025-04-29 23:04:18.033000000
56380,56,1,0,1,2025-04-29 23:04:18.033000000
56381,4,1,0,1,2025-04-29 23:04:17.670000000
56382,5,1,0,1,2025-04-29 23:04:17.670000000
56384,7,1,0,1,2025-04-29 23:04:18.037000000
56389,35,1,0,1,2025-04-29 23:04:18.037000000
56389,36,1,0,1,2025-04-29 23:04:18.037000000
56390,11,1,0,1,2025-04-29 23:04:18.040000000
56391,30,1,110,4,2019-03-13 16:14:54.897000000
56391,32,1,110,1,2025-04-29 23:04:20.863000000
56391,35,1,110,4,2019-03-13 16:14:54.897000000
56391,37,1,110,4,2019-03-13 16:14:54.897000000
56392,3,1,0,1,2025-04-29 23:04:18.040000000
56393,2,1,0,1,2025-04-29 23:04:18.040000000
56394,27,1,0,1,2025-04-29 23:04:20.870000000
56395,17,1,0,1,2025-04-29 23:04:20.870000000
56396,11,1,0,1,2025-04-29 23:04:18.043000000
56397,2,1,0,1,2025-04-29 23:04:18.043000000
56399,2,1,0,1,2025-04-29 23:04:20.870000000
56401,2,1,0,1,2025-04-29 23:04:18.047000000
56402,2,1,0,1,2025-04-29 23:04:20.870000000
56410,6,1,372,1,2025-04-29 23:04:17.673000000
56411,4,1,372,1,2025-04-29 23:04:17.673000000
56414,36,1,0,1,2025-04-29 23:04:16.697000000
56414,41,1,0,1,2025-04-29 23:04:16.697000000
56416,39,1,0,1,2025-04-29 23:04:16.697000000
56416,42,1,0,1,2025-04-29 23:04:16.697000000
56419,20,1,0,1,2025-04-29 23:04:18.047000000
56420,16,1,0,1,2025-04-29 23:04:16.697000000
56421,34,1,0,1,2025-04-29 23:04:18.050000000
56421,36,1,0,1,2025-04-29 23:04:18.050000000
56421,38,1,0,1,2025-04-29 23:04:18.050000000
56421,40,1,0,1,2025-04-29 23:04:18.050000000
56422,40,1,0,1,2025-04-29 23:04:16.700000000
56422,42,1,0,1,2025-04-29 23:04:16.700000000
56422,50,1,0,1,2025-04-29 23:04:16.700000000
56423,56,1,0,1,2025-04-29 23:04:16.700000000
56423,59,1,0,1,2025-04-29 23:04:16.700000000
56424,17,1,0,1,2025-04-29 23:04:20.593000000
56424,19,1,0,1,2025-04-29 23:04:20.593000000
56424,20,1,0,1,2025-04-29 23:04:20.593000000
56425,15,1,0,1,2025-04-29 23:04:20.597000000
56425,16,1,0,1,2025-04-29 23:04:20.597000000
56431,6,1,0,1,2025-04-29 23:04:18.050000000
56432,20,1,0,1,2025-04-29 23:04:18.050000000
56432,22,1,0,1,2025-04-29 23:04:18.050000000
56433,80,1,150,1,2025-04-29 23:04:16.700000000
56433,84,1,150,1,2025-04-29 23:04:16.700000000
56433,85,1,150,1,2025-04-29 23:04:16.700000000
56439,16,1,0,1,2025-04-29 23:04:20.597000000
56439,18,1,0,1,2025-04-29 23:04:20.600000000
56440,43,1,0,1,2025-04-29 23:04:16.703000000
56440,44,1,0,1,2025-04-29 23:04:16.703000000
56446,4,1,0,1,2025-04-29 23:04:17.677000000
56447,5,1,0,1,2025-04-29 23:04:17.677000000
56448,21,1,186,1,2025-04-29 23:04:20.600000000
56448,22,1,186,1,2025-04-29 23:04:20.600000000
56451,25,1,0,1,2025-04-29 23:04:20.600000000
56451,26,1,0,1,2025-04-29 23:04:20.600000000
56452,20,1,0,1,2025-04-29 23:04:20.600000000
56452,21,1,0,1,2025-04-29 23:04:20.600000000
56453,11,1,0,1,2025-04-29 23:04:20.603000000
56453,12,1,0,1,2025-04-29 23:04:20.603000000
56454,10,1,0,1,2025-04-29 23:04:20.603000000
56454,11,1,0,1,2025-04-29 23:04:20.603000000
56455,10,1,0,1,2025-04-29 23:04:20.607000000
56455,11,1,0,1,2025-04-29 23:04:20.607000000
56456,23,1,0,1,2025-04-29 23:04:20.607000000
56456,24,1,0,1,2025-04-29 23:04:20.610000000
56456,26,1,0,1,2025-04-29 23:04:20.610000000
56456,28,1,0,1,2025-04-29 23:04:20.610000000
56456,30,1,0,1,2025-04-29 23:04:20.610000000
56457,12,1,0,1,2025-04-29 23:04:20.610000000
56457,13,1,0,1,2025-04-29 23:04:20.613000000
56457,14,1,0,1,2025-04-29 23:04:20.613000000
56459,19,1,0,1,2025-04-29 23:04:20.613000000
56459,25,1,0,1,2025-04-29 23:04:20.613000000
56459,26,1,0,1,2025-04-29 23:04:20.613000000
56459,28,1,0,1,2025-04-29 23:04:20.613000000
56460,12,1,0,1,2025-04-29 23:04:20.613000000
56460,13,1,0,1,2025-04-29 23:04:20.617000000
56461,21,1,0,1,2025-04-29 23:04:20.617000000
56461,23,1,0,1,2025-04-29 23:04:20.620000000
56461,25,1,0,1,2025-04-29 23:04:20.620000000
56462,29,1,0,1,2025-04-29 23:04:20.620000000
56462,30,1,0,1,2025-04-29 23:04:20.620000000
56464,31,1,0,1,2025-04-29 23:04:20.623000000
56464,32,1,0,1,2025-04-29 23:04:20.623000000
56464,34,1,0,1,2025-04-29 23:04:20.623000000
56465,14,1,0,1,2025-04-29 23:04:20.623000000
56465,15,1,0,1,2025-04-29 23:04:20.627000000
56467,11,1,0,1,2025-04-29 23:04:20.627000000
56467,12,1,0,1,2025-04-29 23:04:20.627000000
56471,16,1,0,1,2025-04-29 23:04:20.630000000
56471,17,1,0,1,2025-04-29 23:04:20.630000000
56472,19,1,0,1,2025-04-29 23:04:20.630000000
56472,20,1,0,1,2025-04-29 23:04:20.630000000
56472,22,1,0,1,2025-04-29 23:04:20.630000000
56476,31,1,0,1,2025-04-29 23:04:18.053000000
56476,34,1,0,1,2025-04-30 17:18:52.810000000
56476,35,1,0,1,2025-04-30 17:18:52.810000000
56482,42,1,150,1,2025-04-29 23:04:15.473000000
56482,48,1,150,1,2025-04-29 23:04:15.473000000
56482,49,1,150,1,2025-04-29 23:04:15.473000000
56491,24,1,0,1,2025-04-29 23:04:20.633000000
56491,25,1,0,1,2025-04-29 23:04:20.633000000
56493,12,1,0,1,2025-04-29 23:04:20.637000000
56493,13,1,0,1,2025-04-29 23:04:20.637000000
56494,14,1,0,1,2025-04-29 23:04:20.637000000
56494,15,1,0,1,2025-04-29 23:04:20.637000000
56496,3,1,0,1,2025-04-29 23:04:20.640000000
56497,20,1,0,1,2025-04-29 23:04:18.053000000
56500,36,1,0,1,2025-04-29 23:04:20.640000000
56500,38,1,0,1,2025-04-29 23:04:20.640000000
56500,39,1,0,1,2025-04-29 23:04:20.640000000
56502,8,1,0,1,2025-04-29 23:04:18.057000000
56503,12,1,0,1,2025-04-29 23:04:18.060000000
56505,37,1,0,1,2025-04-29 23:04:16.707000000
56514,22,1,0,1,2025-04-29 23:04:17.680000000
56514,24,1,0,1,2025-04-29 23:04:17.680000000
56514,25,1,0,1,2025-04-29 23:04:17.680000000
56515,18,1,0,1,2025-04-29 23:04:17.683000000
56515,20,1,0,1,2025-04-29 23:04:17.683000000
56515,21,1,0,1,2025-04-29 23:04:17.683000000
56518,26,1,372,1,2025-04-29 23:04:17.687000000
56529,4,1,0,1,2025-04-29 23:04:20.373000000
56531,19,1,0,1,2025-04-29 23:04:18.060000000
56535,10,1,0,1,2025-04-29 23:04:20.640000000
56535,11,1,0,1,2025-04-29 23:04:20.643000000
56537,38,1,263,1,2025-04-29 23:04:20.013000000
56537,40,1,263,1,2025-04-29 23:04:20.013000000
56538,24,1,0,1,2025-04-29 23:04:16.710000000
56538,27,1,0,1,2025-04-29 23:04:16.710000000
56541,40,1,333,1,2025-04-29 23:04:16.710000000
56542,16,1,0,1,2025-04-29 23:04:16.713000000
56542,18,1,0,1,2025-04-29 23:04:16.713000000
56544,24,1,213,1,2025-04-29 23:04:18.800000000
56544,24,2,9,1,2025-04-29 23:04:18.807000000
56544,24,3,60,1,2025-04-29 23:04:18.810000000
56544,24,4,239,1,2025-04-29 23:04:18.813000000
56544,27,1,213,1,2025-04-29 23:04:18.800000000
56544,27,2,9,1,2025-04-29 23:04:18.807000000
56544,27,3,60,1,2025-04-29 23:04:18.810000000
56544,27,4,239,1,2025-04-29 23:04:18.813000000
56545,14,1,0,1,2025-04-29 23:04:18.063000000
56548,17,1,0,1,2025-04-29 23:04:18.897000000
56548,19,1,0,1,2025-04-29 23:04:18.897000000
56549,12,1,263,1,2025-04-29 23:04:19.777000000
56549,12,2,60,1,2025-04-29 23:04:19.780000000
56549,12,3,9,1,2025-04-29 23:04:19.787000000
56550,11,1,69,1,2025-04-29 23:04:19.867000000
56551,30,1,261,1,2025-04-29 23:04:20.257000000
56551,33,1,261,1,2025-04-29 23:04:20.257000000
56558,75,1,0,1,2025-04-29 23:04:16.717000000
56558,83,1,0,1,2025-04-29 23:04:16.717000000
56558,86,1,0,1,2025-04-29 23:04:16.717000000
56559,22,1,0,1,2025-04-29 23:04:18.063000000
56559,26,1,0,1,2025-04-29 23:04:18.067000000
56562,33,1,0,1,2025-04-29 23:04:18.067000000
56565,16,1,0,1,2025-04-29 23:04:18.070000000
56565,19,1,0,1,2025-04-29 23:04:18.070000000
56566,38,1,58,1,2025-04-29 23:04:19.800000000
56566,38,2,240,1,2025-04-29 23:04:19.807000000
56566,38,3,76,1,2025-04-29 23:04:19.810000000
56566,38,4,22,1,2025-04-29 23:04:19.813000000
56566,38,5,63,1,2025-04-29 23:04:19.817000000
56566,38,6,175,1,2025-04-29 23:04:19.823000000
56566,38,7,151,1,2025-04-29 23:04:19.823000000
56566,38,8,94,1,2025-04-29 23:04:19.830000000
56566,38,9,124,1,2025-04-29 23:04:19.833000000
56566,38,10,354,1,2025-04-29 23:04:19.833000000
56566,38,11,250,1,2025-04-29 23:04:19.840000000
56566,38,12,315,1,2025-04-29 23:04:19.843000000
56566,41,1,58,1,2025-04-29 23:04:19.800000000
56566,41,2,240,1,2025-04-29 23:04:19.807000000
56566,41,3,76,1,2025-04-29 23:04:19.810000000
56566,41,4,22,1,2025-04-29 23:04:19.813000000
56566,41,5,63,1,2025-04-29 23:04:19.817000000
56566,41,6,175,1,2025-04-29 23:04:19.823000000
56566,41,7,151,1,2025-04-29 23:04:19.823000000
56566,41,8,94,1,2025-04-29 23:04:19.830000000
56566,41,9,124,1,2025-04-29 23:04:19.833000000
56566,41,10,354,1,2025-04-29 23:04:19.833000000
56566,41,11,250,1,2025-04-29 23:04:19.840000000
56566,41,12,315,1,2025-04-29 23:04:19.843000000
56572,21,1,0,1,2025-04-29 23:04:17.690000000
56572,22,1,0,1,2025-04-29 23:04:17.690000000
56573,19,1,0,1,2025-04-29 23:04:17.690000000
56573,20,1,0,1,2025-04-29 23:04:17.690000000
56573,21,1,0,1,2025-04-29 23:04:17.690000000
56580,28,1,0,1,2025-04-29 23:04:18.073000000
56580,30,1,0,1,2025-04-29 23:04:18.073000000
56584,14,1,0,1,2025-04-29 23:04:18.077000000
56587,43,1,0,1,2025-04-29 23:04:16.720000000
56588,27,1,9,1,2025-04-29 23:04:19.580000000
56588,27,2,60,1,2025-04-29 23:04:19.583000000
56588,27,3,18,1,2025-04-29 23:04:19.587000000
56594,12,1,0,1,2025-04-29 23:04:20.643000000
56594,13,1,0,1,2025-04-29 23:04:20.647000000
56596,33,1,0,1,2025-04-29 23:04:20.647000000
56596,34,1,0,1,2025-04-29 23:04:20.650000000
56596,35,1,0,1,2025-04-29 23:04:20.650000000
56602,39,1,0,1,2025-04-29 23:04:16.727000000
56605,15,1,0,1,2025-04-29 23:04:18.077000000
56605,19,1,0,1,2025-04-29 23:04:18.080000000
56605,22,1,0,1,2025-12-11 13:22:08.940000000
56606,19,1,0,1,2025-04-29 23:04:18.080000000
56607,16,1,0,1,2025-04-29 23:04:18.080000000
56607,19,1,0,1,2025-04-29 23:04:18.083000000
56609,17,1,0,1,2025-04-29 23:04:18.720000000
56610,13,1,0,1,2025-04-29 23:04:18.083000000
56611,9,1,0,1,2025-04-29 23:04:18.087000000
56611,15,1,0,1,2025-04-29 23:04:18.090000000
56612,30,1,0,1,2025-04-29 23:04:18.090000000
56612,33,1,0,1,2025-04-29 23:04:18.090000000
56613,14,1,0,1,2025-04-29 23:04:18.090000000
56613,17,1,0,1,2025-04-29 23:04:18.090000000
56614,23,1,0,1,2025-04-29 23:04:18.093000000
56615,31,1,0,1,2025-04-29 23:04:16.727000000
56615,36,1,0,1,2025-04-29 23:04:16.730000000
56616,11,1,0,1,2025-04-29 23:04:18.093000000
56617,25,1,0,1,2025-04-29 23:04:18.903000000
56619,30,1,0,1,2025-04-29 23:04:18.093000000
56619,33,1,0,1,2025-04-29 23:04:18.093000000
56621,23,1,0,1,2025-04-29 23:04:18.097000000
56621,26,1,0,1,2025-04-29 23:04:18.097000000
56625,35,1,0,1,2025-04-29 23:04:18.097000000
56625,36,1,0,1,2025-04-29 23:04:18.097000000
56631,19,1,0,1,2025-04-29 23:04:16.730000000
56632,29,1,0,1,2025-04-29 23:04:18.100000000
56632,31,1,0,1,2025-04-29 23:04:18.100000000
56633,47,1,0,1,2025-04-29 23:04:16.730000000
56635,2,1,0,1,2025-04-29 23:04:20.873000000
56636,18,1,0,1,2025-04-29 23:04:20.873000000
56636,20,1,0,1,2025-04-29 23:04:20.873000000
56638,33,1,0,1,2025-04-29 23:04:15.473000000
56638,37,1,0,1,2025-04-29 23:04:15.473000000
56639,18,1,0,1,2025-04-29 23:04:18.100000000
56639,20,1,0,1,2025-04-29 23:04:18.100000000
56640,16,1,0,1,2025-04-29 23:04:16.730000000
56641,16,1,0,1,2025-04-29 23:04:18.100000000
56641,18,1,0,1,2025-04-29 23:04:18.100000000
56642,42,1,0,1,2025-04-29 23:04:16.733000000
56642,47,1,0,1,2025-04-29 23:04:16.733000000
56643,5,1,0,1,2025-04-29 23:04:16.733000000
56644,22,1,0,1,2025-04-29 23:04:15.473000000
56644,29,1,0,1,2025-04-29 23:04:15.473000000
56645,48,1,0,1,2025-04-29 23:04:16.733000000
56646,21,1,0,1,2025-04-29 23:04:18.103000000
56646,23,1,0,1,2025-04-29 23:04:18.103000000
56647,32,1,0,1,2025-04-29 23:04:15.477000000
56648,19,1,0,1,2025-04-29 23:04:18.103000000
56651,36,1,223,1,2025-04-29 23:04:15.477000000
56653,15,1,0,1,2025-04-29 23:04:16.737000000
56658,32,1,0,1,2025-04-29 23:04:18.107000000
56658,36,1,0,1,2025-04-29 23:04:18.107000000
56658,38,1,0,1,2025-04-29 23:04:18.107000000
56666,19,1,156,1,2025-04-29 23:04:15.480000000
56666,19,2,55,1,2025-04-29 23:04:15.480000000
56666,19,3,194,1,2025-04-29 23:04:15.483000000
56669,16,1,0,1,2025-04-29 23:04:18.107000000
56670,58,1,0,1,2025-04-29 23:04:16.740000000
56672,16,1,0,1,2025-04-29 23:04:16.740000000
56673,14,1,0,1,2025-04-29 23:04:18.110000000
56674,11,1,0,1,2025-04-29 23:04:18.110000000
56675,25,1,0,1,2025-04-29 23:04:18.110000000
56679,9,1,0,1,2025-04-29 23:04:18.110000000
56680,37,1,0,1,2025-04-29 23:04:18.113000000
56680,40,1,0,1,2025-04-29 23:04:18.117000000
56680,44,1,0,1,2025-04-29 23:04:18.117000000
56681,34,1,223,1,2025-04-29 23:04:16.743000000
56682,43,1,0,1,2025-04-29 23:04:16.743000000
56682,46,1,0,1,2025-04-29 23:04:16.743000000
56682,49,1,0,1,2025-04-29 23:04:16.743000000
56684,13,1,0,1,2025-04-29 23:04:18.117000000
56684,16,1,0,1,2025-04-29 23:04:18.117000000
56684,17,1,0,1,2025-04-29 23:04:18.117000000
56685,17,1,0,1,2025-04-29 23:04:18.120000000
56686,16,1,0,1,2025-04-29 23:04:18.120000000
56688,7,1,0,1,2025-04-29 23:04:19.660000000
56690,17,1,0,1,2025-04-29 23:04:18.123000000
56691,26,1,0,1,2025-04-29 23:04:18.123000000
56691,28,1,0,1,2025-04-29 23:04:18.127000000
56692,14,1,0,1,2025-04-29 23:04:20.650000000
56692,16,1,0,1,2025-04-29 23:04:20.653000000
56692,17,1,0,1,2025-04-29 23:04:20.653000000
56692,18,1,0,1,2025-04-29 23:04:20.653000000
56695,21,1,0,1,2025-04-29 23:04:18.127000000
56695,24,1,0,1,2025-04-29 23:04:18.130000000
56696,33,1,131,1,2025-04-29 23:04:20.653000000
56696,34,1,131,3,2025-05-02 14:51:34.600000000
56696,35,1,131,3,2025-05-02 14:51:34.600000000
56697,35,1,165,1,2025-04-29 23:04:20.657000000
56697,35,2,212,1,2025-04-29 23:04:20.657000000
56697,35,3,263,1,2025-04-29 23:04:20.657000000
56697,40,1,165,1,2025-04-29 23:04:20.663000000
56697,40,2,212,1,2025-04-29 23:04:20.667000000
56697,40,3,263,1,2025-04-29 23:04:20.667000000
56697,41,1,263,3,2025-05-02 14:52:18.337000000
56697,41,2,212,1,2025-05-02 14:52:41.287000000
56697,41,3,165,1,2025-05-02 14:53:05.867000000
56697,43,1,263,3,2025-05-02 14:52:18.337000000
56697,43,2,212,1,2025-05-02 14:52:41.287000000
56697,43,3,165,1,2025-05-02 14:53:05.867000000
56697,44,1,263,3,2025-05-02 14:52:18.337000000
56697,44,2,212,1,2025-05-02 14:52:41.287000000
56697,44,3,165,1,2025-05-02 14:53:05.867000000
56703,17,1,0,1,2025-04-29 23:04:18.130000000
56704,10,1,81,1,2025-04-29 23:04:15.490000000
56717,30,1,0,1,2025-04-29 23:04:18.130000000
56717,31,1,0,1,2025-04-29 23:04:18.130000000
56718,31,1,0,1,2025-04-29 23:04:18.130000000
56718,33,1,0,1,2025-04-29 23:04:18.130000000
56722,20,1,0,1,2025-04-29 23:04:16.747000000
56722,23,1,0,1,2025-04-29 23:04:16.747000000
56724,5,1,0,1,2025-04-29 23:04:18.133000000
56726,36,1,56,1,2025-04-29 23:04:19.790000000
56726,36,2,213,1,2025-04-29 23:04:19.790000000
56726,36,3,60,1,2025-04-29 23:04:19.797000000
56726,42,1,56,1,2025-04-29 23:04:19.790000000
56726,42,2,213,1,2025-04-29 23:04:19.790000000
56726,42,3,60,1,2025-04-29 23:04:19.797000000
56727,18,1,0,1,2025-04-29 23:04:18.133000000
56727,21,1,0,1,2025-04-29 23:04:18.137000000
56729,20,1,0,1,2025-04-29 23:04:18.137000000
56729,21,1,0,1,2025-04-29 23:04:18.137000000
56730,22,1,0,1,2025-04-29 23:04:18.137000000
56730,23,1,0,1,2025-04-29 23:04:18.137000000
56731,16,1,0,1,2025-04-29 23:04:18.140000000
56732,15,1,0,1,2025-04-29 23:04:18.140000000
56736,4,1,0,1,2025-04-29 23:04:20.477000000
56737,30,1,176,1,2025-04-29 23:04:18.790000000
56742,3,1,0,1,2025-04-29 23:04:20.340000000
56743,22,1,0,1,2025-04-29 23:04:18.797000000
56743,25,1,0,1,2025-04-29 23:04:18.797000000
56747,25,1,177,1,2025-04-29 23:04:19.473000000
56747,25,2,178,1,2025-04-29 23:04:19.480000000
56747,28,1,177,1,2025-04-29 23:04:19.473000000
56747,28,2,178,1,2025-04-29 23:04:19.480000000
56748,27,1,0,1,2025-04-29 23:04:18.143000000
56748,28,1,0,1,2025-04-29 23:04:18.143000000
56748,29,1,0,1,2025-04-29 23:04:18.143000000
56754,4,1,0,1,2025-04-29 23:04:18.143000000
56756,20,1,0,1,2025-04-29 23:04:18.147000000
56758,58,1,263,1,2025-04-29 23:04:19.720000000
56758,61,1,263,1,2025-04-29 23:04:19.720000000
56766,21,1,0,1,2025-04-29 23:04:19.383000000
56766,24,1,0,1,2025-04-29 23:04:19.383000000
56767,20,1,0,1,2025-04-29 23:04:19.203000000
56767,25,1,0,1,2025-04-29 23:04:19.203000000
56767,28,1,0,1,2025-04-29 23:04:19.203000000
56769,14,1,0,1,2025-04-29 23:04:18.147000000
56769,18,1,0,1,2025-04-29 23:04:18.150000000
56771,25,1,0,1,2025-04-29 23:04:18.150000000
56773,25,1,0,1,2025-04-29 23:04:16.747000000
56773,30,1,0,1,2025-04-29 23:04:16.747000000
56774,18,1,0,1,2025-04-29 23:04:18.150000000
56774,22,1,0,1,2025-04-29 23:04:18.153000000
56775,23,1,0,1,2025-04-29 23:04:18.153000000
56775,24,1,0,1,2025-04-29 23:04:18.153000000
56777,12,1,0,1,2025-04-29 23:04:18.153000000
56779,15,1,0,1,2025-04-29 23:04:20.667000000
56779,16,1,0,1,2025-04-29 23:04:20.670000000
56779,18,1,0,1,2025-04-29 23:04:20.670000000
56781,34,1,263,1,2025-04-29 23:04:20.190000000
56781,36,1,263,1,2025-04-29 23:04:20.190000000
56783,3,1,0,1,2025-04-29 23:04:20.433000000
56784,18,1,0,1,2025-04-29 23:04:18.157000000
56786,46,1,158,1,2025-04-29 23:04:16.750000000
56786,50,1,158,1,2025-04-29 23:04:16.750000000
56786,62,1,158,1,2025-04-29 23:04:16.750000000
56786,67,1,158,1,2025-04-29 23:04:16.750000000
56787,23,1,263,1,2025-04-29 23:04:19.723000000
56792,11,1,0,1,2025-04-29 23:04:18.157000000
56793,23,1,372,1,2025-04-29 23:04:19.083000000
56793,23,2,198,1,2025-04-29 23:04:19.093000000
56793,26,1,372,1,2025-04-29 23:04:19.113000000
56793,26,2,198,1,2025-04-29 23:04:19.120000000
56793,29,1,372,1,2025-04-29 23:04:19.113000000
56793,29,2,198,1,2025-04-29 23:04:19.120000000
56793,34,1,372,1,2025-04-29 23:04:19.113000000
56793,34,2,198,1,2025-04-29 23:04:19.120000000
56795,29,1,322,1,2019-12-10 13:24:10.773000000
56795,31,1,322,1,2025-04-29 23:04:20.873000000
56795,34,1,322,1,2019-12-10 13:24:10.773000000
56796,26,1,0,1,2025-04-29 23:04:16.753000000
56796,31,1,0,1,2025-04-29 23:04:16.753000000
56797,11,1,0,1,2025-04-29 23:04:18.997000000
56797,14,1,0,1,2025-07-12 22:54:03.283000000
56797,17,1,0,1,2025-07-12 22:54:03.283000000
56798,26,1,0,1,2025-04-29 23:04:20.670000000
56798,27,1,0,1,2025-04-29 23:04:20.670000000
56798,28,1,0,1,2025-04-29 23:04:20.670000000
56799,23,1,0,1,2025-04-29 23:04:20.670000000
56799,26,1,0,1,2025-04-29 23:04:20.670000000
56799,27,1,0,1,2025-04-29 23:04:20.670000000
56799,29,1,0,1,2025-04-29 23:04:20.670000000
56802,15,1,0,1,2025-04-29 23:04:20.673000000
56802,17,1,0,1,2025-04-29 23:04:20.673000000
56802,18,1,0,1,2025-04-29 23:04:20.673000000
56805,37,1,0,1,2025-04-29 23:04:16.757000000
56805,41,1,0,1,2025-04-29 23:04:16.757000000
56808,14,1,0,1,2025-04-29 23:04:20.673000000
56808,15,1,0,1,2025-04-29 23:04:20.673000000
56809,18,1,0,1,2025-04-29 23:04:20.673000000
56809,20,1,0,1,2025-04-29 23:04:20.677000000
56811,11,1,0,1,2025-04-29 23:04:20.677000000
56811,12,1,0,1,2025-04-29 23:04:20.677000000
56811,13,1,0,1,2025-04-29 23:04:20.677000000
56816,14,1,0,1,2025-04-29 23:04:20.677000000
56816,15,1,0,1,2025-04-29 23:04:20.680000000
56818,45,1,0,1,2025-04-29 23:04:20.680000000
56818,46,1,0,1,2025-04-29 23:04:20.680000000
56818,47,1,0,1,2025-04-29 23:04:20.680000000
56818,48,1,0,1,2025-04-29 23:04:20.680000000
56818,49,1,0,1,2025-04-29 23:04:20.680000000
56818,50,1,0,1,2025-04-29 23:04:20.680000000
56823,15,1,201,1,2025-04-29 23:04:19.873000000
56823,19,1,201,1,2025-04-29 23:04:19.873000000
56825,19,1,0,1,2025-04-29 23:04:18.160000000
56825,20,1,0,1,2025-04-29 23:04:18.160000000
56826,11,1,0,1,2025-04-29 23:04:18.783000000
56827,12,1,0,1,2025-04-29 23:04:19.917000000
56827,16,1,0,1,2025-04-29 23:04:19.917000000
56836,16,1,0,1,2025-04-29 23:04:20.680000000
56836,17,1,0,1,2025-04-29 23:04:20.680000000
56837,17,1,64,1,2025-04-29 23:04:19.990000000
56838,13,1,0,1,2025-04-29 23:04:18.160000000
56841,18,1,0,1,2025-04-29 23:04:15.490000000
56844,22,1,266,1,2025-04-29 23:04:19.980000000
56844,22,2,187,1,2025-04-29 23:04:19.983000000
56844,22,3,161,1,2025-04-29 23:04:19.987000000
56844,25,1,266,1,2025-04-29 23:04:19.980000000
56844,25,2,187,1,2025-04-29 23:04:19.983000000
56844,25,3,161,1,2025-04-29 23:04:19.987000000
56845,6,1,0,1,2025-04-29 23:04:20.230000000
56845,11,1,0,1,2025-04-29 23:04:20.230000000
56848,16,1,0,1,2025-04-29 23:04:16.760000000
56850,32,1,0,1,2025-04-29 23:04:19.933000000
56852,19,1,0,1,2025-04-29 23:04:18.160000000
56852,20,1,0,1,2025-04-30 17:27:17.353000000
56852,22,1,0,1,2025-04-30 17:27:17.353000000
56853,87,1,0,1,2025-04-29 23:04:15.450000000
56853,90,1,0,1,2025-04-29 23:04:15.450000000
56853,92,1,0,1,2025-04-29 23:04:15.450000000
56853,94,1,0,1,2025-04-29 23:04:15.450000000
56853,97,1,0,1,2025-04-29 23:04:15.450000000
56857,7,1,0,1,2025-04-29 23:04:15.450000000
56859,7,1,0,1,2025-04-29 23:04:15.450000000
56863,14,1,81,1,2025-04-29 23:04:20.017000000
56863,14,2,108,1,2025-04-29 23:04:20.020000000
56863,14,3,191,1,2025-04-29 23:04:20.023000000
56865,28,1,26,1,2025-04-29 23:04:19.920000000
56865,28,2,30,1,2025-04-29 23:04:19.923000000
56865,28,3,31,1,2025-04-29 23:04:19.927000000
56865,28,4,59,1,2025-04-29 23:04:19.930000000
56866,18,1,0,1,2025-04-29 23:04:18.163000000
56867,34,1,198,1,2025-04-29 23:04:19.173000000
56867,34,2,372,1,2025-04-29 23:04:19.180000000
56867,36,1,198,1,2025-04-29 23:04:19.193000000
56867,36,2,372,1,2025-04-29 23:04:19.200000000
56867,38,1,198,1,2025-04-29 23:04:19.193000000
56867,38,2,372,1,2025-04-29 23:04:19.200000000
56867,42,1,198,1,2025-04-29 23:04:19.193000000
56867,42,2,372,1,2025-04-29 23:04:19.200000000
56868,28,1,0,1,2025-04-29 23:04:18.163000000
56868,30,1,0,1,2025-04-29 23:04:18.163000000
56869,12,1,0,1,2025-04-29 23:04:18.163000000
56870,7,1,0,1,2025-04-29 23:04:15.453000000
56871,19,1,0,1,2025-04-29 23:04:18.167000000
56872,10,1,0,1,2025-04-29 23:04:18.167000000
56874,28,1,0,1,2025-04-29 23:04:20.117000000
56875,11,1,0,1,2025-04-29 23:04:15.453000000
56876,18,1,0,1,2025-04-29 23:04:18.170000000
56881,9,1,0,1,2025-04-29 23:04:20.683000000
56881,10,1,0,1,2025-04-29 23:04:20.683000000
56884,13,1,0,1,2025-04-29 23:04:20.683000000
56885,14,1,0,1,2025-04-29 23:04:20.683000000
56887,11,1,0,1,2025-04-29 23:04:20.687000000
56897,9,1,0,1,2025-04-29 23:04:16.760000000
