article_id,article_version,url_type_id,url_id,"url","url_name",sort_order,last_updated,"url_description"
52369,16,1,1,"http://","",1,2025-12-22 15:54:37.593000000,""
52369,16,2,2,"http://","",2,2025-12-22 15:54:37.597000000,""
52369,16,3,3,"http://","",3,2025-12-22 15:54:37.597000000,""
52369,16,4,4,"http://","",4,2025-12-22 15:54:37.600000000,""
52370,128,1,1,"http://","",1,2025-12-22 14:31:55.620000000,""
52370,128,2,2,"http://","",2,2025-12-22 14:31:55.623000000,""
52370,128,3,3,"http://","",3,2025-12-22 14:31:55.627000000,""
52370,128,4,4,"https://www.accessdata.fda.gov/scripts/cder/daf/","FDA Web site",4,2025-12-22 14:31:55.630000000,""
52379,9,1,1,"http://","",1,2023-11-17 21:59:58.707000000,""
52379,9,2,2,"http://","",2,2023-11-17 21:59:58.710000000,""
52379,9,3,3,"http://","",3,2023-11-17 21:59:58.710000000,""
52379,9,4,4,"http://","",4,2023-11-17 21:59:58.713000000,""
52399,65,1,1,"http://","",1,2025-12-22 14:12:38.567000000,""
52399,65,2,2,"http://","",2,2025-12-22 14:12:38.567000000,""
52399,65,3,3,"http://","",3,2025-12-22 14:12:38.570000000,""
52399,65,4,4,"https://www.accessdata.fda.gov/scripts/cder/daf/","FDA Web site",4,2025-12-22 14:12:38.577000000,""
52420,63,1,1,"http://","",1,2025-12-22 14:16:58.860000000,""
52420,63,2,2,"http://","",2,2025-12-22 14:16:58.863000000,""
52420,63,3,3,"http://","",3,2025-12-22 14:16:58.867000000,""
52420,63,4,4,"https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfPMA/pma.cfm","FDA Premarket Notification Database",4,2025-12-22 14:16:58.870000000,""
52421,22,1,1,"http://","",1,2023-09-22 19:00:52.680000000,""
52421,22,2,2,"http://","",2,2023-09-22 19:00:52.680000000,""
52421,22,3,3,"http://","",3,2023-09-22 19:00:52.683000000,""
52421,22,4,4,"https://www.accessdata.fda.gov/scripts/cder/daf/","FDA Web site",4,2023-09-22 19:00:52.687000000,""
52423,83,1,1,"http://","",1,2024-09-19 20:53:55.310000000,""
52423,83,2,2,"http://","",2,2024-09-19 20:53:55.313000000,""
52423,83,3,3,"http://","",3,2024-09-19 20:53:55.313000000,""
52423,83,4,4,"https://www.accessdata.fda.gov/scripts/cder/daf/","FDA Web site",4,2024-09-19 20:53:55.317000000,""
52430,12,1,1,"http://","",1,2025-11-26 22:23:51.180000000,""
52430,12,2,2,"http://","",2,2025-11-26 22:23:51.183000000,""
52430,12,3,3,"http://","",3,2025-11-26 22:23:51.187000000,""
52430,12,4,4,"http://","",4,2025-11-26 22:23:51.187000000,""
52432,14,1,1,"http://","",1,2023-11-07 17:38:39.937000000,""
52432,14,2,2,"http://","",2,2023-11-07 17:38:39.940000000,""
52432,14,3,3,"http://","",3,2023-11-07 17:38:39.943000000,""
52432,14,4,4,"http://","",4,2023-11-07 17:38:39.947000000,""
52434,50,1,1,"http://","",1,2024-09-20 16:59:11.233000000,""
52434,50,2,2,"http://","",2,2024-09-20 16:59:11.237000000,""
52434,50,3,3,"http://","",3,2024-09-20 16:59:11.240000000,""
52434,50,4,4,"http://","",4,2024-09-20 16:59:11.240000000,""
52435,14,1,1,"http://","",1,2025-11-26 22:25:16.877000000,""
52435,14,2,2,"http://","",2,2025-11-26 22:25:16.880000000,""
52435,14,3,3,"http://","",3,2025-11-26 22:25:16.880000000,""
52435,14,4,4,"http://","",4,2025-11-26 22:25:16.883000000,""
52437,17,1,1,"http://","",1,2025-11-26 22:26:52.133000000,""
52437,17,2,2,"http://","",2,2025-11-26 22:26:52.137000000,""
52437,17,3,3,"http://","",3,2025-11-26 22:26:52.137000000,""
52437,17,4,4,"http://","",4,2025-11-26 22:26:52.140000000,""
52438,22,1,1,"http://","",1,2025-09-18 20:45:45.470000000,""
52438,22,2,2,"http://","",2,2025-09-18 20:45:45.477000000,""
52438,22,3,3,"http://","",3,2025-09-18 20:45:45.477000000,""
52438,22,4,4,"http://","",4,2025-09-18 20:45:45.480000000,""
52447,29,1,1,"http://","",1,2021-09-24 13:06:32.720000000,""
52447,29,2,2,"http://","",2,2021-09-24 13:06:32.723000000,""
52447,29,3,3,"http://","",3,2021-09-24 13:06:32.723000000,""
52447,29,4,4,"http://","",4,2021-09-24 13:06:32.723000000,""
52448,23,1,1,"http://","",1,2025-09-17 14:20:33.140000000,""
52448,23,2,2,"http://","",2,2025-09-17 14:20:33.140000000,""
52448,23,3,3,"http://","",3,2025-09-17 14:20:33.143000000,""
52448,23,4,4,"https://www.accessdata.fda.gov/scripts/cder/daf/","FDA Web site",4,2025-09-17 14:20:33.150000000,""
52450,80,1,1,"http://","",1,2025-01-03 21:17:10.260000000,""
52450,80,2,2,"http://","",2,2025-01-03 21:17:10.263000000,""
52450,80,3,3,"http://","",3,2025-01-03 21:17:10.267000000,""
52450,80,4,4,"https://www.accessdata.fda.gov/scripts/cder/daf/","FDA Web site",4,2025-01-03 21:17:10.270000000,""
52451,81,1,1,"http://","",1,2026-01-16 17:33:13.317000000,""
52451,81,2,2,"http://","",2,2026-01-16 17:33:13.317000000,""
52451,81,3,3,"http://","",3,2026-01-16 17:33:13.320000000,""
52451,81,4,4,"https://www.accessdata.fda.gov/scripts/cder/daf/","FDA Web site",4,2026-01-16 17:33:13.323000000,""
52453,48,1,1,"http://","",1,2025-09-17 14:17:07.567000000,""
52453,48,2,2,"http://","",2,2025-09-17 14:17:07.570000000,""
52453,48,3,3,"http://","",3,2025-09-17 14:17:07.573000000,""
52453,48,4,4,"http://","",4,2025-09-17 14:17:07.573000000,""
52457,63,1,1,"http://","",1,2025-03-25 17:40:40.660000000,""
52457,63,2,2,"http://","",2,2025-03-25 17:40:40.663000000,""
52457,63,3,3,"http://","",3,2025-03-25 17:40:40.667000000,""
52457,63,4,4,"http://","",4,2025-03-25 17:40:40.670000000,""
52458,36,1,1,"http://","",1,2025-08-27 17:26:45.707000000,""
52458,36,2,2,"http://","",2,2025-08-27 17:26:45.710000000,""
52458,36,3,3,"http://","",3,2025-08-27 17:26:45.713000000,""
52458,36,4,4,"http://","",4,2025-08-27 17:26:45.717000000,""
52459,23,1,1,"http://","",1,2022-04-07 21:36:30.353000000,""
52459,23,2,2,"http://","",2,2022-04-07 21:36:30.367000000,""
52459,23,3,3,"http://","",3,2022-04-07 21:36:30.387000000,""
52459,23,4,4,"http://","",4,2022-04-07 21:36:30.400000000,""
52460,16,1,1,"http://","",1,2022-04-07 21:37:19.497000000,""
52460,16,2,2,"http://","",2,2022-04-07 21:37:19.500000000,""
52460,16,3,3,"http://","",3,2022-04-07 21:37:19.500000000,""
52460,16,4,4,"http://","",4,2022-04-07 21:37:19.500000000,""
52461,21,1,1,"http://","",1,2022-04-07 21:38:51.557000000,""
52461,21,2,2,"http://","",2,2022-04-07 21:38:51.557000000,""
52461,21,3,3,"http://","",3,2022-04-07 21:38:51.560000000,""
52461,21,4,4,"http://","",4,2022-04-07 21:38:51.567000000,""
52462,32,1,1,"http://","",1,2025-09-11 13:46:37.803000000,""
52462,32,2,2,"http://","",2,2025-09-11 13:46:37.807000000,""
52462,32,3,3,"http://","",3,2025-09-11 13:46:37.810000000,""
52462,32,4,4,"http://","",4,2025-09-11 13:46:37.813000000,""
52463,32,1,1,"http://","",1,2025-09-11 13:48:26.567000000,""
52463,32,2,2,"http://","",2,2025-09-11 13:48:26.573000000,""
52463,32,3,3,"http://","",3,2025-09-11 13:48:26.593000000,""
52463,32,4,4,"http://","",4,2025-09-11 13:48:26.620000000,""
52464,62,1,1,"http://","",1,2025-02-06 13:53:56.070000000,""
52464,62,2,2,"http://","",2,2025-02-06 13:53:56.070000000,""
52464,62,3,3,"http://","",3,2025-02-06 13:53:56.073000000,""
52464,62,4,4,"http://","",4,2025-02-06 13:53:56.077000000,""
52465,70,1,1,"http://","",1,2025-12-04 17:54:32.857000000,""
52465,70,2,2,"http://","",2,2025-12-04 17:54:32.883000000,""
52465,70,3,3,"http://","",3,2025-12-04 17:54:32.913000000,""
52465,70,4,4,"http://","",4,2025-12-04 17:54:32.930000000,""
52466,80,1,1,"http://","",1,2025-12-11 16:30:49.583000000,""
52466,80,2,2,"http://","",2,2025-12-11 16:30:49.637000000,""
52466,80,3,3,"http://","",3,2025-12-11 16:30:49.683000000,""
52466,80,4,4,"http://","",4,2025-12-11 16:30:49.707000000,""
52467,54,1,1,"http://","",1,2024-05-08 15:56:44.063000000,""
52467,54,2,2,"http://","",2,2024-05-08 15:56:44.067000000,""
52467,54,3,3,"http://","",3,2024-05-08 15:56:44.073000000,""
52467,54,4,4,"http://","",4,2024-05-08 15:56:44.083000000,""
52468,22,1,1,"http://","",1,2022-04-07 21:44:53.107000000,""
52468,22,2,2,"http://","",2,2022-04-07 21:44:53.110000000,""
52468,22,3,3,"http://","",3,2022-04-07 21:44:53.110000000,""
52468,22,4,4,"http://","",4,2022-04-07 21:44:53.113000000,""
52469,28,1,1,"http://","",1,2024-10-09 18:19:01.080000000,""
52469,28,2,2,"http://","",2,2024-10-09 18:19:01.093000000,""
52469,28,3,3,"http://","",3,2024-10-09 18:19:01.100000000,""
52469,28,4,4,"http://","",4,2024-10-09 18:19:01.113000000,""
52470,18,1,1,"http://","",1,2025-07-29 21:07:59.723000000,""
52470,18,2,2,"http://","",2,2025-07-29 21:07:59.727000000,""
52470,18,3,3,"http://","",3,2025-07-29 21:07:59.730000000,""
52470,18,4,4,"http://","",4,2025-07-29 21:07:59.733000000,""
52474,40,1,1,"http://","",1,2025-09-12 13:35:43.440000000,""
52474,40,2,2,"http://","",2,2025-09-12 13:35:43.443000000,""
52474,40,3,3,"http://","",3,2025-09-12 13:35:43.443000000,""
52474,40,4,4,"http://","",4,2025-09-12 13:35:43.447000000,""
52476,27,1,1,"http://","",1,2022-04-07 14:02:30.123000000,""
52476,27,2,2,"http://","",2,2022-04-07 14:02:30.143000000,""
52476,27,3,3,"http://","",3,2022-04-07 14:02:30.160000000,""
52476,27,4,4,"http://","",4,2022-04-07 14:02:30.163000000,""
52477,16,1,1,"http://","",1,2022-04-07 14:09:34.573000000,""
52477,16,2,2,"http://","",2,2022-04-07 14:09:34.587000000,""
52477,16,3,3,"http://","",3,2022-04-07 14:09:34.600000000,""
52477,16,4,4,"http://","",4,2022-04-07 14:09:34.613000000,""
52478,26,1,1,"http://","",1,2025-10-03 15:02:26.390000000,""
52478,26,2,2,"http://","",2,2025-10-03 15:02:26.393000000,""
52478,26,3,3,"http://","",3,2025-10-03 15:02:26.393000000,""
52478,26,4,4,"http://","",4,2025-10-03 15:02:26.397000000,""
52479,73,1,1,"http://","",1,2025-12-31 13:50:40.580000000,""
52479,73,2,2,"http://","",2,2025-12-31 13:50:40.580000000,""
52479,73,3,3,"http://","",3,2025-12-31 13:50:40.583000000,""
52479,73,4,4,"http://","",4,2025-12-31 13:50:40.587000000,""
52480,90,1,1,"http://","",1,2025-12-31 14:02:27.037000000,""
52480,90,2,2,"http://","",2,2025-12-31 14:02:27.040000000,""
52480,90,3,3,"http://","",3,2025-12-31 14:02:27.040000000,""
52480,90,4,4,"http://","",4,2025-12-31 14:02:27.043000000,""
52481,30,1,1,"http://","",1,2025-03-27 12:56:19.403000000,""
52481,30,2,2,"http://","",2,2025-03-27 12:56:19.403000000,""
52481,30,3,3,"http://","",3,2025-03-27 12:56:19.407000000,""
52481,30,4,4,"http://","",4,2025-03-27 12:56:19.410000000,""
52487,33,1,1,"http://","",1,2025-04-03 16:17:00.720000000,""
52487,33,2,2,"http://","",2,2025-04-03 16:17:00.723000000,""
52487,33,3,3,"http://","",3,2025-04-03 16:17:00.723000000,""
52487,33,4,4,"http://","",4,2025-04-03 16:17:00.727000000,""
52489,24,1,1,"http://","",1,2022-04-07 14:19:18.937000000,""
52489,24,2,2,"http://","",2,2022-04-07 14:19:19.037000000,""
52489,24,3,3,"http://","",3,2022-04-07 14:19:19.040000000,""
52489,24,4,4,"http://","",4,2022-04-07 14:19:19.040000000,""
52490,27,1,1,"http://","",1,2022-04-07 14:19:58.927000000,""
52490,27,2,2,"http://","",2,2022-04-07 14:19:58.927000000,""
52490,27,3,3,"http://","",3,2022-04-07 14:19:58.930000000,""
52490,27,4,4,"http://","",4,2022-04-07 14:19:58.930000000,""
52492,20,1,1,"http://","",1,2022-04-07 14:21:36.850000000,""
52492,20,2,2,"http://","",2,2022-04-07 14:21:36.870000000,""
52492,20,3,3,"http://","",3,2022-04-07 14:21:36.880000000,""
52492,20,4,4,"http://","",4,2022-04-07 14:21:36.893000000,""
52494,63,1,1,"http://","",1,2025-09-11 14:03:16.057000000,""
52494,63,2,2,"http://","",2,2025-09-11 14:03:16.063000000,""
52494,63,3,3,"http://","",3,2025-09-11 14:03:16.077000000,""
52494,63,4,4,"http://","",4,2025-09-11 14:03:16.093000000,""
52495,18,1,1,"http://","",1,2022-04-07 16:51:16.840000000,""
52495,18,2,2,"http://","",2,2022-04-07 16:51:16.863000000,""
52495,18,3,3,"http://","",3,2022-04-07 16:51:16.877000000,""
52495,18,4,4,"http://","",4,2022-04-07 16:51:16.890000000,""
52496,59,1,1,"http://","",1,2025-10-14 16:31:09.410000000,""
52496,59,2,2,"http://","",2,2025-10-14 16:31:09.413000000,""
52496,59,3,3,"http://","",3,2025-10-14 16:31:09.413000000,""
52496,59,4,4,"http://","",4,2025-10-14 16:31:09.417000000,""
52497,35,1,1,"http://","",1,2024-06-05 19:22:53.573000000,""
52497,35,2,2,"http://","",2,2024-06-05 19:22:53.577000000,""
52497,35,3,3,"http://","",3,2024-06-05 19:22:53.577000000,""
52497,35,4,4,"http://","",4,2024-06-05 19:22:53.580000000,""
52498,61,1,1,"http://","",1,2025-10-23 16:57:11.460000000,""
52498,61,2,2,"http://","",2,2025-10-23 16:57:11.460000000,""
52498,61,3,3,"http://","",3,2025-10-23 16:57:11.463000000,""
52498,61,4,4,"http://","",4,2025-10-23 16:57:11.467000000,""
52499,23,1,1,"http://","",1,2022-05-18 17:35:40.497000000,""
52499,23,2,2,"http://","",2,2022-05-18 17:35:40.507000000,""
52499,23,3,3,"http://","",3,2022-05-18 17:35:40.513000000,""
52499,23,4,4,"http://","",4,2022-05-18 17:35:40.520000000,""
52500,44,1,1,"http://","",1,2025-03-25 17:51:12.043000000,""
52500,44,2,2,"http://","",2,2025-03-25 17:51:12.047000000,""
52500,44,3,3,"http://","",3,2025-03-25 17:51:12.050000000,""
52500,44,4,4,"http://","",4,2025-03-25 17:51:12.053000000,""
52501,47,1,1,"http://","",1,2024-11-26 12:52:37.463000000,""
52501,47,2,2,"http://","",2,2024-11-26 12:52:37.467000000,""
52501,47,3,3,"http://","",3,2024-11-26 12:52:37.470000000,""
52501,47,4,4,"http://","",4,2024-11-26 12:52:37.470000000,""
52502,20,1,1,"http://","",1,2022-04-07 16:49:20.803000000,""
52502,20,2,2,"http://","",2,2022-04-07 16:49:20.890000000,""
52502,20,3,3,"http://","",3,2022-04-07 16:49:21,""
52502,20,4,4,"http://","",4,2022-04-07 16:49:21.050000000,""
52503,26,1,1,"http://","",1,2025-10-23 17:00:08.420000000,""
52503,26,2,2,"http://","",2,2025-10-23 17:00:08.420000000,""
52503,26,3,3,"http://","",3,2025-10-23 17:00:08.427000000,""
52503,26,4,4,"http://","",4,2025-10-23 17:00:08.427000000,""
52504,59,1,1,"http://","",1,2025-10-23 17:20:28.157000000,""
52504,59,2,2,"http://","",2,2025-10-23 17:20:28.167000000,""
52504,59,3,3,"http://","",3,2025-10-23 17:20:28.180000000,""
52504,59,4,4,"http://","",4,2025-10-23 17:20:28.193000000,""
52505,77,1,1,"http://","",1,2025-09-23 19:55:53.060000000,""
52505,77,2,2,"http://","",2,2025-09-23 19:55:53.067000000,""
52505,77,3,3,"http://","",3,2025-09-23 19:55:53.070000000,""
52505,77,4,4,"http://","",4,2025-09-23 19:55:53.083000000,""
52507,151,1,1,"http://","",1,2025-12-04 13:55:41.840000000,""
52507,151,2,2,"http://","",2,2025-12-04 13:55:41.843000000,""
52507,151,3,3,"http://","",3,2025-12-04 13:55:41.847000000,""
52507,151,4,4,"http://","",4,2025-12-04 13:55:41.850000000,""
52508,39,1,1,"http://","",1,2022-04-07 12:33:09.550000000,""
52508,39,2,2,"http://","",2,2022-04-07 12:33:09.560000000,""
52508,39,3,3,"http://","",3,2022-04-07 12:33:09.573000000,""
52508,39,4,4,"http://","",4,2022-04-07 12:33:09.587000000,""
52509,61,1,1,"http://","",1,2025-05-15 19:51:55.580000000,""
52509,61,2,2,"http://","",2,2025-05-15 19:51:55.603000000,""
52509,61,3,3,"http://","",3,2025-05-15 19:51:55.613000000,""
52509,61,4,4,"http://","",4,2025-05-15 19:51:55.630000000,""
52510,61,1,1,"http://","",1,2025-09-12 13:51:39.197000000,""
52510,61,2,2,"http://","",2,2025-09-12 13:51:39.200000000,""
52510,61,3,3,"http://","",3,2025-09-12 13:51:39.203000000,""
52510,61,4,4,"http://","",4,2025-09-12 13:51:39.207000000,""
52511,28,1,1,"http://","",1,2022-04-07 12:40:02.123000000,""
52511,28,2,2,"http://","",2,2022-04-07 12:40:02.133000000,""
52511,28,3,3,"http://","",3,2022-04-07 12:40:02.137000000,""
52511,28,4,4,"http://","",4,2022-04-07 12:40:02.143000000,""
52512,46,1,1,"http://","",1,2024-05-09 18:55:43.157000000,""
52512,46,2,2,"http://","",2,2024-05-09 18:55:43.157000000,""
52512,46,3,3,"http://","",3,2024-05-09 18:55:43.160000000,""
52512,46,4,4,"http://","",4,2024-05-09 18:55:43.160000000,""
52513,43,1,1,"http://","",1,2024-09-05 18:55:51.490000000,""
52513,43,2,2,"http://","",2,2024-09-05 18:55:51.493000000,""
52513,43,3,3,"http://","",3,2024-09-05 18:55:51.497000000,""
52513,43,4,4,"http://","",4,2024-09-05 18:55:51.500000000,""
52514,61,1,1,"http://","",1,2024-05-09 18:59:28.460000000,""
52514,61,2,2,"http://","",2,2024-05-09 18:59:28.460000000,""
52514,61,3,3,"http://","",3,2024-05-09 18:59:28.463000000,""
52514,61,4,4,"http://","",4,2024-05-09 18:59:28.470000000,""
52516,26,1,1,"http://","",1,2023-09-20 13:41:37.460000000,""
52516,26,2,2,"http://","",2,2023-09-20 13:41:37.460000000,""
52516,26,3,3,"http://","",3,2023-09-20 13:41:37.463000000,""
52516,26,4,4,"http://","",4,2023-09-20 13:41:37.463000000,""
52517,50,1,1,"http://","",1,2025-10-03 14:40:04.813000000,""
52517,50,2,2,"http://","",2,2025-10-03 14:40:04.817000000,""
52517,50,3,3,"http://","",3,2025-10-03 14:40:04.820000000,""
52517,50,4,4,"http://","",4,2025-10-03 14:40:04.820000000,""
52518,36,1,1,"http://","",1,2023-05-11 16:30:31.980000000,""
52518,36,2,2,"http://","",2,2023-05-11 16:30:31.990000000,""
52518,36,3,3,"http://","",3,2023-05-11 16:30:32,""
52518,36,4,4,"http://","",4,2023-05-11 16:30:32.010000000,""
52519,39,1,1,"http://","",1,2024-05-09 18:57:25.723000000,""
52519,39,2,2,"http://","",2,2024-05-09 18:57:25.730000000,""
52519,39,3,3,"http://","",3,2024-05-09 18:57:25.740000000,""
52519,39,4,4,"http://","",4,2024-05-09 18:57:25.750000000,""
52520,31,1,1,"http://","",1,2022-11-11 14:43:17.460000000,""
52520,31,2,2,"http://","",2,2022-11-11 14:43:17.463000000,""
52520,31,3,3,"http://","",3,2022-11-11 14:43:17.463000000,""
52520,31,4,4,"http://","",4,2022-11-11 14:43:17.467000000,""
52521,51,1,1,"http://","",1,2025-11-07 15:43:07.150000000,""
52521,51,2,2,"http://","",2,2025-11-07 15:43:07.160000000,""
52521,51,3,3,"http://","",3,2025-11-07 15:43:07.167000000,""
52521,51,4,4,"http://","",4,2025-11-07 15:43:07.177000000,""
52527,89,1,1,"http://","",1,2025-12-26 14:14:26.143000000,""
52527,89,2,2,"http://","",2,2025-12-26 14:14:26.147000000,""
52527,89,3,3,"http://","",3,2025-12-26 14:14:26.150000000,""
52535,13,1,1,"http://","",1,2025-07-31 18:29:51.143000000,""
52535,13,2,2,"http://","",2,2025-07-31 18:29:51.150000000,""
52535,13,3,3,"http://","",3,2025-07-31 18:29:51.153000000,""
52535,13,4,4,"http://","",4,2025-07-31 18:29:51.157000000,""
52537,11,1,1,"http://","",1,2023-12-29 17:39:23.197000000,""
52537,11,2,2,"http://","",2,2023-12-29 17:39:23.200000000,""
52537,11,3,3,"http://","",3,2023-12-29 17:39:23.203000000,""
52537,11,4,4,"http://","",4,2023-12-29 17:39:23.213000000,""
52571,139,1,1,"http://","",1,2026-01-23 13:38:38.230000000,""
52571,139,2,2,"http://","",2,2026-01-23 13:38:38.233000000,""
52571,139,3,3,"http://","",3,2026-01-23 13:38:38.237000000,""
52711,22,1,1,"http://","",1,2022-04-07 21:46:31.160000000,""
52711,22,2,2,"http://","",2,2022-04-07 21:46:31.163000000,""
52711,22,3,3,"http://","",3,2022-04-07 21:46:31.163000000,""
52711,22,4,4,"http://","",4,2022-04-07 21:46:31.170000000,""
52712,25,1,1,"http://","",1,2022-04-07 21:47:16.283000000,""
52712,25,2,2,"http://","",2,2022-04-07 21:47:16.290000000,""
52712,25,3,3,"http://","",3,2022-04-07 21:47:16.297000000,""
52712,25,4,4,"http://","",4,2022-04-07 21:47:16.300000000,""
52713,18,1,1,"http://","",1,2022-04-07 14:00:02.617000000,""
52713,18,2,2,"http://","",2,2022-04-07 14:00:02.633000000,""
52713,18,3,3,"http://","",3,2022-04-07 14:00:02.650000000,""
52713,18,4,4,"http://","",4,2022-04-07 14:00:02.667000000,""
52725,36,1,1,"http://","",1,2025-09-25 15:59:31.907000000,""
52725,36,2,2,"http://","",2,2025-09-25 15:59:31.910000000,""
52725,36,3,3,"http://","",3,2025-09-25 15:59:31.913000000,""
52725,36,4,4,"http://","",4,2025-09-25 15:59:31.917000000,""
52800,94,1,1,"http://","",1,2026-01-05 19:17:44.063000000,""
52800,94,2,2,"http://","",2,2026-01-05 19:17:44.067000000,""
52800,94,3,3,"http://","",3,2026-01-05 19:17:44.073000000,""
52825,11,1,1,"http://","",1,2024-01-16 14:52:38.173000000,""
52825,11,2,2,"http://","",2,2024-01-16 14:52:38.177000000,""
52825,11,3,3,"http://","",3,2024-01-16 14:52:38.180000000,""
52825,11,4,4,"http://","",4,2024-01-16 14:52:38.180000000,""
52830,7,1,1,"http://","",1,2019-11-08 18:57:38.770000000,""
52830,7,2,2,"http://","",2,2019-11-08 18:57:38.770000000,""
52830,7,3,3,"http://","",3,2019-11-08 18:57:38.773000000,""
52830,7,4,4,"http://","",4,2019-11-08 18:57:38.773000000,""
52837,20,1,1,"http://","",1,2024-12-19 15:52:55.500000000,""
52837,20,2,2,"http://","",2,2024-12-19 15:52:55.570000000,""
52837,20,3,3,"http://","",3,2024-12-19 15:52:55.577000000,""
52837,20,4,4,"http://","",4,2024-12-19 15:52:55.670000000,""
52841,3,1,1,"http://","",1,2016-09-22 21:24:08.937000000,""
52841,3,2,2,"http://","",2,2016-09-22 21:24:08.937000000,""
52841,3,3,3,"http://","",3,2016-09-22 21:24:08.940000000,""
52841,3,4,4,"http://","",4,2016-09-22 21:24:08.940000000,""
52842,17,1,1,"http://","",1,2023-11-17 21:52:18.360000000,""
52842,17,2,2,"http://","",2,2023-11-17 21:52:18.360000000,""
52842,17,3,3,"http://","",3,2023-11-17 21:52:18.363000000,""
52842,17,4,4,"http://","",4,2023-11-17 21:52:18.367000000,""
52845,7,1,1,"http://","",1,2023-10-06 15:24:41.663000000,""
52845,7,2,2,"http://","",2,2023-10-06 15:24:41.667000000,""
52845,7,3,3,"http://","",3,2023-10-06 15:24:41.667000000,""
52845,7,4,4,"http://","",4,2023-10-06 15:24:41.670000000,""
52848,41,1,1,"http://","",1,2025-09-17 15:57:58.197000000,""
52848,41,2,2,"http://","",2,2025-09-17 15:57:58.213000000,""
52848,41,3,3,"http://","",3,2025-09-17 15:57:58.220000000,""
52848,41,4,4,"https://www.accessdata.fda.gov/scripts/cder/daf/","FDA Web site",4,2025-09-17 15:57:58.230000000,""
52849,35,1,1,"http://","",1,2023-12-21 15:24:40.873000000,""
52849,35,2,2,"http://","",2,2023-12-21 15:24:40.877000000,""
52849,35,3,3,"http://","",3,2023-12-21 15:24:40.880000000,""
52849,35,4,4,"http://","",4,2023-12-21 15:24:40.880000000,""
52850,55,1,1,"http://","",1,2025-12-22 18:44:57.083000000,""
52850,55,2,2,"http://","",2,2025-12-22 18:44:57.087000000,""
52850,55,3,3,"http://","",3,2025-12-22 18:44:57.087000000,""
52850,55,4,4,"http://","",4,2025-12-22 18:44:57.090000000,""
52855,30,1,1,"http://","",1,2024-01-04 13:46:54.127000000,""
52855,30,2,2,"http://","",2,2024-01-04 13:46:54.130000000,""
52855,30,3,3,"http://","",3,2024-01-04 13:46:54.130000000,""
52855,30,4,4,"http://","",4,2024-01-04 13:46:54.133000000,""
52863,58,1,1,"http://","",1,2025-12-22 15:48:34.407000000,""
52863,58,2,2,"http://","",2,2025-12-22 15:48:34.410000000,""
52863,58,3,3,"http://","",3,2025-12-22 15:48:34.410000000,""
52863,58,4,4,"http://","",4,2025-12-22 15:48:34.413000000,""
52866,34,1,1,"http://","",1,2024-12-19 16:04:28.550000000,""
52866,34,2,2,"http://","",2,2024-12-19 16:04:28.557000000,""
52866,34,3,3,"http://","",3,2024-12-19 16:04:28.563000000,""
52866,34,4,4,"http://","",4,2024-12-19 16:04:28.567000000,""
52868,45,1,1,"http://","",1,2024-12-19 12:58:08.203000000,""
52868,45,2,2,"http://","",2,2024-12-19 12:58:08.207000000,""
52868,45,3,3,"http://","",3,2024-12-19 12:58:08.227000000,""
52868,45,4,4,"http://","",4,2024-12-19 12:58:08.233000000,""
52870,37,1,1,"http://","",1,2024-12-19 13:27:21.797000000,""
52870,37,2,2,"http://","",2,2024-12-19 13:27:21.800000000,""
52870,37,3,3,"http://","",3,2024-12-19 13:27:21.810000000,""
52870,37,4,4,"http://","",4,2024-12-19 13:27:21.810000000,""
52917,4,1,1,"http://","",1,2023-11-22 16:25:23.607000000,""
52917,4,2,2,"http://","",2,2023-11-22 16:25:23.610000000,""
52917,4,3,3,"http://","",3,2023-11-22 16:25:23.613000000,""
52917,4,4,4,"http://","",4,2023-11-22 16:25:23.613000000,""
52918,5,1,1,"http://","",1,2023-11-22 18:30:28.623000000,""
52918,5,2,2,"http://","",2,2023-11-22 18:30:28.623000000,""
52918,5,3,3,"http://","",3,2023-11-22 18:30:28.627000000,""
52918,5,4,4,"http://","",4,2023-11-22 18:30:28.627000000,""
52986,242,1,1,"http://","",1,2025-04-25 17:28:18.167000000,""
52986,242,2,2,"http://","",2,2025-04-25 17:28:18.170000000,""
52986,242,3,3,"http://","",3,2025-04-25 17:28:18.173000000,""
52986,242,4,4,"http://","",4,2025-04-25 17:28:18.177000000,""
52992,30,1,1,"http://","",1,2025-04-11 13:01:11.620000000,""
52992,30,2,2,"http://","",2,2025-04-11 13:01:11.627000000,""
52992,30,3,3,"http://","",3,2025-04-11 13:01:11.630000000,""
52992,30,4,4,"http://","",4,2025-04-11 13:01:11.633000000,""
52993,54,1,1,"http://","",1,2024-10-18 13:42:55.837000000,""
52993,54,2,2,"http://","",2,2024-10-18 13:42:55.843000000,""
52993,54,3,3,"http://","",3,2024-10-18 13:42:55.853000000,""
52993,54,4,4,"http://","",4,2024-10-18 13:42:55.863000000,""
52996,31,1,1,"http://","",1,2025-09-26 13:52:29.980000000,""
52996,31,2,2,"http://","",2,2025-09-26 13:52:29.983000000,""
52996,31,3,3,"http://","",3,2025-09-26 13:52:29.987000000,""
52996,31,4,4,"http://","",4,2025-09-26 13:52:29.990000000,""
52998,50,1,1,"http://","",1,2026-01-23 14:04:07.353000000,""
